trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,shadow_net_pnl,date_utc
514,2026-08-13 09:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.45,5.0,742.23,0.76,0.33,0.42,-0.31,0.02,0.15,0.59,0.74,1.34,-1.19,9895.2,1.33,,2026-08-13
515,2026-08-13 09:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.43,5.0,742.14,1.0,0.69,0.53,-0.34,-0.24,-1.78,0.59,0.74,1.34,-3.12,9892.08,1.36,,2026-08-13
516,2026-08-13 09:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.38,5.0,741.91,0.8,0.58,0.4,-0.4,-0.32,-2.37,0.59,0.74,1.34,-3.71,9888.37,1.4,,2026-08-13
517,2026-08-13 09:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.44,5.0,247.21,1.13,0.19,0.81,-0.17,0.26,0.64,0.2,0.25,0.44,0.2,9888.57,1.4,,2026-08-13
518,2026-08-13 10:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.16,2.5,185.41,0.91,0.66,0.97,-0.53,0.91,1.69,0.15,0.19,0.33,1.36,9889.93,1.38,,2026-08-13
519,2026-08-13 13:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.17,2.5,185.44,0.83,0.55,0.55,-0.14,-0.09,-0.17,0.15,0.19,0.33,-0.5,9889.43,1.39,,2026-08-13
520,2026-08-13 13:00:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.45,5.0,247.24,0.45,0.67,0.27,-0.27,-0.07,-0.17,0.2,0.25,0.45,-0.62,9888.81,1.39,,2026-08-13
521,2026-08-13 13:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.17,2.5,185.42,0.45,0.57,0.3,-0.38,-0.13,-0.24,0.15,0.19,0.33,-0.57,9888.24,1.4,,2026-08-13
522,2026-08-13 14:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.16,2.5,185.4,0.26,0.66,0.17,-0.19,-0.27,-0.5,0.15,0.19,0.33,-0.83,9887.4,1.41,,2026-08-13
523,2026-08-13 15:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.31,5.0,741.56,1.13,0.64,0.87,-0.58,-0.44,-3.26,0.59,0.74,1.33,-4.6,9882.81,1.45,,2026-08-13
524,2026-08-13 15:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.24,5.0,741.21,1.09,0.53,0.97,-0.48,0.01,0.07,0.59,0.74,1.33,-1.26,9881.55,1.47,,2026-08-13
525,2026-08-13 15:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.11,2.5,185.28,0.99,0.82,0.71,-0.61,-0.49,-0.91,0.15,0.19,0.33,-1.24,9880.3,1.48,,2026-08-13
526,2026-08-13 15:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.4,5.0,247.01,1.19,0.63,0.49,-0.42,-0.36,-0.89,0.2,0.25,0.44,-1.33,9878.97,1.49,,2026-08-13
527,2026-08-13 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.09,2.5,185.23,0.52,0.27,0.21,-0.01,0.0,0.0,0.15,0.19,0.33,-0.33,9878.64,1.49,,2026-08-13
528,2026-08-13 18:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.39,5.0,246.97,0.58,0.28,0.0,-0.24,0.0,0.0,0.2,0.25,0.44,-0.44,9878.19,1.5,,2026-08-13
529,2026-08-13 18:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.09,2.5,185.22,0.5,0.33,0.67,-0.28,0.5,0.92,0.15,0.19,0.33,0.59,9878.78,1.49,,2026-08-13
530,2026-08-13 19:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.09,2.5,185.23,0.49,0.43,0.33,-0.16,-0.16,-0.3,0.15,0.19,0.33,-0.63,9878.15,1.5,,2026-08-13
531,2026-08-13 19:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.09,2.5,185.22,1.39,0.41,0.43,-0.18,0.05,0.09,0.15,0.19,0.33,-0.24,9877.91,1.5,,2026-08-13
532,2026-08-13 19:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.69,2.5,61.74,0.47,0.54,0.27,-0.14,-0.09,-0.06,0.05,0.06,0.11,-0.17,9877.74,1.5,,2026-08-13
533,2026-08-13 20:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.08,2.5,185.21,0.19,0.3,0.29,-0.11,0.19,0.36,0.15,0.19,0.33,0.02,9877.77,1.5,,2026-08-13
534,2026-08-14 00:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.39,5.0,246.94,0.51,0.17,0.06,-0.14,0.0,0.0,0.2,0.25,0.44,-0.44,9877.32,1.51,,2026-08-14
535,2026-08-14 00:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.08,2.5,185.2,0.18,0.3,0.23,-0.14,0.18,0.33,0.15,0.19,0.33,-0.01,9877.32,1.51,,2026-08-14
536,2026-08-14 00:30:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.39,5.0,246.93,0.05,0.21,0.02,-0.29,-0.15,-0.37,0.2,0.25,0.44,-0.81,9876.5,1.52,,2026-08-14
537,2026-08-14 00:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.15,5.0,740.74,0.74,0.35,1.34,-0.16,0.74,5.49,0.59,0.74,1.33,4.16,9880.66,1.47,,2026-08-14
538,2026-08-14 01:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.21,5.0,741.05,0.52,0.13,0.08,-0.16,0.0,0.0,0.59,0.74,1.33,-1.33,9879.33,1.49,,2026-08-14
539,2026-08-14 01:30:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.4,5.0,246.98,0.06,0.23,0.09,-0.2,0.06,0.15,0.2,0.25,0.44,-0.29,9879.03,1.49,,2026-08-14
540,2026-08-14 03:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.19,5.0,740.93,0.73,0.17,0.87,-0.18,0.73,5.37,0.59,0.74,1.33,4.04,9883.07,1.45,,2026-08-14
541,2026-08-14 03:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.12,2.5,185.31,0.47,0.49,1.16,-0.19,0.47,0.87,0.15,0.19,0.33,0.53,9883.61,1.45,,2026-08-14
542,2026-08-14 03:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.25,5.0,741.27,0.61,0.09,1.46,-0.18,0.61,4.49,0.59,0.74,1.33,3.15,9886.76,1.41,,2026-08-14
543,2026-08-14 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.43,5.0,247.17,0.88,0.26,0.9,-0.18,0.88,2.17,0.2,0.25,0.44,1.72,9888.48,1.4,,2026-08-14
544,2026-08-14 11:30:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.44,5.0,247.21,0.32,0.39,0.09,-0.12,-0.24,-0.59,0.2,0.25,0.44,-1.04,9887.44,1.41,,2026-08-14
545,2026-08-14 12:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.31,5.0,741.56,0.41,0.38,0.49,-0.18,0.41,3.02,0.59,0.74,1.33,1.69,9889.13,1.39,,2026-08-14
546,2026-08-14 15:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.17,2.5,185.42,0.67,0.46,0.75,-0.22,0.67,1.25,0.15,0.19,0.33,0.91,9890.04,1.38,,2026-08-14
547,2026-08-14 15:15:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.18,2.5,185.44,0.41,0.62,0.3,-0.48,-0.25,-0.46,0.15,0.19,0.33,-0.8,9889.25,1.39,,2026-08-14
548,2026-08-14 15:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.17,2.5,185.42,0.41,0.7,0.38,-0.34,-0.23,-0.43,0.15,0.19,0.33,-0.76,9888.49,1.4,,2026-08-14
549,2026-08-14 15:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.16,2.5,185.41,0.82,0.66,0.05,-0.4,-0.38,-0.7,0.15,0.19,0.33,-1.04,9887.45,1.41,,2026-08-14
550,2026-08-14 15:30:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.36,1.0,12.36,0.43,0.87,0.23,-0.42,-0.35,-0.04,0.01,0.01,0.02,-0.07,9887.38,1.41,,2026-08-14
551,2026-08-14 17:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.44,5.0,247.18,1.05,0.23,1.68,-0.16,1.05,2.58,0.2,0.25,0.44,2.14,9889.52,1.39,,2026-08-14
552,2026-08-14 17:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.34,5.0,741.71,1.7,0.41,0.81,-0.27,0.08,0.59,0.59,0.74,1.34,-0.74,9888.78,1.39,,2026-08-14
553,2026-08-14 18:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.33,5.0,741.66,0.51,0.28,0.11,-0.11,-0.22,-1.63,0.59,0.74,1.33,-2.97,9885.81,1.42,,2026-08-14
554,2026-08-14 19:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.14,2.5,185.36,0.44,0.37,0.16,-0.06,-0.11,-0.2,0.15,0.19,0.33,-0.54,9885.28,1.43,,2026-08-14
555,2026-08-14 19:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.28,5.0,741.4,0.67,0.08,0.21,-0.15,-0.03,-0.22,0.59,0.74,1.33,-1.56,9883.72,1.44,,2026-08-14
556,2026-08-14 19:45:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.42,5.0,247.09,0.18,0.24,0.06,-0.08,-0.08,-0.2,0.2,0.25,0.44,-0.64,9883.08,1.45,,2026-08-14
557,2026-08-14 19:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.12,2.5,185.31,0.37,0.28,0.09,-0.1,-0.07,-0.13,0.15,0.19,0.33,-0.46,9882.61,1.46,,2026-08-14
558,2026-08-14 21:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.12,2.5,185.3,0.36,0.33,0.03,-0.13,-0.14,-0.26,0.15,0.19,0.33,-0.59,9882.02,1.46,,2026-08-14
559,2026-08-14 22:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.12,2.5,185.29,0.51,0.27,0.11,-0.11,0.0,0.0,0.15,0.19,0.33,-0.33,9881.69,1.46,,2026-08-14
560,2026-08-14 22:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.23,5.0,741.13,0.52,0.19,0.08,-0.19,-0.12,-0.89,0.59,0.74,1.33,-2.22,9879.46,1.49,,2026-08-14
561,2026-08-14 22:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.1,2.5,185.24,0.37,0.42,0.0,-0.23,-0.23,-0.43,0.15,0.19,0.33,-0.76,9878.7,1.49,,2026-08-14
562,2026-08-14 23:00:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.39,5.0,246.97,0.13,0.22,0.3,-0.12,0.13,0.33,0.2,0.25,0.44,-0.11,9878.59,1.5,,2026-08-14
563,2026-08-14 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.18,5.0,740.89,0.47,0.43,0.83,-0.2,0.47,3.49,0.59,0.74,1.33,2.16,9880.75,1.47,,2026-08-14
564,2026-08-14 23:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.11,2.5,185.26,0.46,0.41,0.5,-0.17,0.46,0.85,0.15,0.19,0.33,0.51,9881.26,1.47,,2026-08-14
565,2026-08-14 23:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.11,2.5,185.27,0.26,0.21,0.28,-0.16,0.26,0.48,0.15,0.19,0.33,0.15,9881.41,1.47,,2026-08-14
566,2026-08-15 00:15:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.11,2.5,185.28,0.36,0.29,0.89,-0.08,0.36,0.66,0.15,0.19,0.33,0.33,9881.74,1.46,,2026-08-15
567,2026-08-15 05:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.23,5.0,741.13,0.31,0.13,0.29,-0.12,0.14,1.04,0.59,0.74,1.33,-0.3,9881.44,1.47,,2026-08-15
568,2026-08-15 05:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.22,5.0,741.11,0.91,0.26,0.41,-0.19,0.11,0.82,0.59,0.74,1.33,-0.52,9880.92,1.47,,2026-08-15
569,2026-08-15 06:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.11,2.5,185.27,0.46,0.43,0.21,-0.23,-0.06,-0.11,0.15,0.19,0.33,-0.44,9880.48,1.48,,2026-08-15
570,2026-08-15 06:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.21,5.0,741.04,0.59,0.05,0.01,-0.05,-0.05,-0.37,0.59,0.74,1.33,-1.7,9878.77,1.49,,2026-08-15
571,2026-08-15 06:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.09,2.5,185.23,0.09,0.1,0.03,-0.07,-0.06,-0.11,0.15,0.19,0.33,-0.44,9878.33,1.5,,2026-08-15
572,2026-08-15 07:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.39,5.0,246.96,0.72,0.27,0.2,-0.1,-0.02,-0.05,0.2,0.25,0.44,-0.49,9877.83,1.5,,2026-08-15
573,2026-08-15 08:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.17,5.0,740.84,0.46,0.04,0.22,-0.04,-0.02,-0.15,0.59,0.74,1.33,-1.48,9876.35,1.52,,2026-08-15
574,2026-08-15 11:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.07,2.5,185.18,0.25,0.26,0.0,-0.09,0.0,0.0,0.15,0.19,0.33,-0.33,9876.02,1.52,,2026-08-15
575,2026-08-15 11:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.38,5.0,246.9,0.65,0.24,0.25,-0.12,0.05,0.12,0.2,0.25,0.44,-0.32,9875.7,1.52,,2026-08-15
576,2026-08-15 12:45:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.38,5.0,246.89,0.36,0.26,0.14,-0.3,-0.05,-0.12,0.2,0.25,0.44,-0.57,9875.13,1.53,,2026-08-15
577,2026-08-15 12:45:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.06,2.5,185.16,0.7,0.41,0.34,-0.24,0.05,0.09,0.15,0.19,0.33,-0.24,9874.89,1.53,,2026-08-15
578,2026-08-15 13:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.06,2.5,185.15,0.15,0.08,0.14,-0.06,0.02,0.04,0.15,0.19,0.33,-0.3,9874.59,1.54,,2026-08-15
579,2026-08-15 13:15:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.12,5.0,740.59,0.32,0.22,0.11,-0.01,-0.01,-0.07,0.59,0.74,1.33,-1.41,9873.18,1.55,,2026-08-15
580,2026-08-15 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.05,2.5,185.12,0.33,0.48,0.04,-0.16,-0.13,-0.24,0.15,0.19,0.33,-0.57,9872.61,1.55,,2026-08-15
581,2026-08-15 15:30:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.09,5.0,740.45,0.38,0.27,0.0,-0.1,-0.07,-0.52,0.59,0.74,1.33,-1.85,9870.76,1.57,,2026-08-15
582,2026-08-15 16:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.03,2.5,185.08,0.38,0.31,0.37,-0.11,0.0,0.0,0.15,0.19,0.33,-0.33,9870.43,1.58,,2026-08-15
583,2026-08-15 16:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.03,2.5,185.07,0.36,0.21,0.11,-0.06,-0.03,-0.06,0.15,0.19,0.33,-0.39,9870.04,1.58,,2026-08-15
584,2026-08-15 18:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.35,5.0,246.75,0.54,0.27,0.07,-0.12,-0.12,-0.3,0.2,0.25,0.44,-0.74,9869.3,1.59,,2026-08-15
585,2026-08-15 18:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.04,5.0,740.2,0.03,0.09,0.0,-0.01,-0.06,-0.44,0.59,0.74,1.33,-1.78,9867.52,1.61,,2026-08-15
586,2026-08-15 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.01,5.0,740.06,0.41,0.03,0.02,0.0,0.0,0.0,0.59,0.74,1.33,-1.33,9866.19,1.62,,2026-08-15
587,2026-08-15 19:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.0,2.5,184.99,0.32,0.22,0.4,-0.05,0.32,0.59,0.15,0.18,0.33,0.25,9866.44,1.62,,2026-08-15
588,2026-08-15 19:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.0,2.5,185.0,0.12,0.23,0.14,-0.05,0.12,0.22,0.15,0.18,0.33,-0.11,9866.33,1.62,,2026-08-15
589,2026-08-15 19:30:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.33,5.0,246.66,0.04,0.05,0.04,-0.01,-0.02,-0.05,0.2,0.25,0.44,-0.49,9865.84,1.62,,2026-08-15
590,2026-08-15 20:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.99,5.0,739.94,0.21,0.04,0.02,-0.04,-0.05,-0.37,0.59,0.74,1.33,-1.7,9864.14,1.64,,2026-08-15
591,2026-08-15 20:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.96,5.0,739.81,0.94,0.17,0.07,-0.01,-0.04,-0.3,0.59,0.74,1.33,-1.63,9862.51,1.66,,2026-08-15
592,2026-08-15 21:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.97,2.5,184.92,0.12,0.31,0.2,-0.08,0.12,0.23,0.15,0.18,0.33,-0.1,9862.41,1.66,,2026-08-15
593,2026-08-15 21:15:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.31,5.0,246.56,-0.08,0.09,0.06,-0.03,-0.08,-0.21,0.2,0.25,0.44,-0.65,9861.75,1.66,,2026-08-15
594,2026-08-15 21:15:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.93,5.0,739.63,0.16,0.42,0.01,-0.11,-0.24,-1.78,0.59,0.74,1.33,-3.11,9858.65,1.69,,2026-08-15
595,2026-08-15 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.94,2.5,184.85,0.71,0.37,0.52,-0.19,-0.06,-0.11,0.15,0.18,0.33,-0.44,9858.2,1.7,,2026-08-15
596,2026-08-15 23:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.87,5.0,739.37,0.83,0.42,0.21,-0.21,-0.24,-1.77,0.59,0.74,1.33,-3.11,9855.1,1.73,,2026-08-15
597,2026-08-15 23:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.28,5.0,246.38,0.73,0.22,0.25,-0.15,-0.03,-0.07,0.2,0.25,0.44,-0.52,9854.58,1.73,,2026-08-15
598,2026-08-15 23:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,147.82,5.0,739.09,0.3,0.11,0.33,-0.03,0.3,2.22,0.59,0.74,1.33,0.89,9855.47,1.73,,2026-08-15
599,2026-08-16 00:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,147.83,5.0,739.16,0.45,0.0,0.09,-0.02,-0.07,-0.52,0.59,0.74,1.33,-1.85,9853.62,1.74,,2026-08-16
600,2026-08-16 02:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.9,2.5,184.76,0.76,0.28,0.01,-0.08,-0.19,-0.35,0.15,0.18,0.33,-0.68,9852.94,1.75,,2026-08-16
601,2026-08-16 02:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.9,2.5,184.74,0.11,0.06,0.01,-0.06,-0.09,-0.17,0.15,0.18,0.33,-0.5,9852.44,1.76,,2026-08-16
602,2026-08-16 02:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,73.89,2.5,184.73,0.42,0.23,0.17,-0.06,-0.14,-0.26,0.15,0.18,0.33,-0.59,9851.85,1.76,,2026-08-16
